DateKey,Date,Year,Quarter,QuarterNumber,Month,MonthNumber,MonthShort,Week,DayOfWeek,DayOfMonth,IsWeekend,FiscalYear,FiscalQuarter,YearMonth
20250211,2025-02-11,2025,Q1,1,February,2,Feb,7,Tuesday,11,0,FY2024,FQ2,2025-02
20250212,2025-02-12,2025,Q1,1,February,2,Feb,7,Wednesday,12,0,FY2024,FQ2,2025-02
20250213,2025-02-13,2025,Q1,1,February,2,Feb,7,Thursday,13,0,FY2024,FQ2,2025-02
20250214,2025-02-14,2025,Q1,1,February,2,Feb,7,Friday,14,0,FY2024,FQ2,2025-02
20250215,2025-02-15,2025,Q1,1,February,2,Feb,7,Saturday,15,1,FY2024,FQ2,2025-02
20250216,2025-02-16,2025,Q1,1,February,2,Feb,7,Sunday,16,1,FY2024,FQ2,2025-02
20250217,2025-02-17,2025,Q1,1,February,2,Feb,8,Monday,17,0,FY2024,FQ2,2025-02
20250218,2025-02-18,2025,Q1,1,February,2,Feb,8,Tuesday,18,0,FY2024,FQ2,2025-02
20250219,2025-02-19,2025,Q1,1,February,2,Feb,8,Wednesday,19,0,FY2024,FQ2,2025-02
20250220,2025-02-20,2025,Q1,1,February,2,Feb,8,Thursday,20,0,FY2024,FQ2,2025-02
20250221,2025-02-21,2025,Q1,1,February,2,Feb,8,Friday,21,0,FY2024,FQ2,2025-02
20250222,2025-02-22,2025,Q1,1,February,2,Feb,8,Saturday,22,1,FY2024,FQ2,2025-02
20250223,2025-02-23,2025,Q1,1,February,2,Feb,8,Sunday,23,1,FY2024,FQ2,2025-02
20250224,2025-02-24,2025,Q1,1,February,2,Feb,9,Monday,24,0,FY2024,FQ2,2025-02
20250225,2025-02-25,2025,Q1,1,February,2,Feb,9,Tuesday,25,0,FY2024,FQ2,2025-02
20250226,2025-02-26,2025,Q1,1,February,2,Feb,9,Wednesday,26,0,FY2024,FQ2,2025-02
20250227,2025-02-27,2025,Q1,1,February,2,Feb,9,Thursday,27,0,FY2024,FQ2,2025-02
20250228,2025-02-28,2025,Q1,1,February,2,Feb,9,Friday,28,0,FY2024,FQ2,2025-02
20250301,2025-03-01,2025,Q1,1,March,3,Mar,9,Saturday,1,1,FY2024,FQ2,2025-03
20250302,2025-03-02,2025,Q1,1,March,3,Mar,9,Sunday,2,1,FY2024,FQ2,2025-03
20250303,2025-03-03,2025,Q1,1,March,3,Mar,10,Monday,3,0,FY2024,FQ2,2025-03
20250304,2025-03-04,2025,Q1,1,March,3,Mar,10,Tuesday,4,0,FY2024,FQ2,2025-03
20250305,2025-03-05,2025,Q1,1,March,3,Mar,10,Wednesday,5,0,FY2024,FQ2,2025-03
20250306,2025-03-06,2025,Q1,1,March,3,Mar,10,Thursday,6,0,FY2024,FQ2,2025-03
20250307,2025-03-07,2025,Q1,1,March,3,Mar,10,Friday,7,0,FY2024,FQ2,2025-03
20250308,2025-03-08,2025,Q1,1,March,3,Mar,10,Saturday,8,1,FY2024,FQ2,2025-03
20250309,2025-03-09,2025,Q1,1,March,3,Mar,10,Sunday,9,1,FY2024,FQ2,2025-03
20250310,2025-03-10,2025,Q1,1,March,3,Mar,11,Monday,10,0,FY2024,FQ2,2025-03
20250311,2025-03-11,2025,Q1,1,March,3,Mar,11,Tuesday,11,0,FY2024,FQ2,2025-03
20250312,2025-03-12,2025,Q1,1,March,3,Mar,11,Wednesday,12,0,FY2024,FQ2,2025-03
20250313,2025-03-13,2025,Q1,1,March,3,Mar,11,Thursday,13,0,FY2024,FQ2,2025-03
20250314,2025-03-14,2025,Q1,1,March,3,Mar,11,Friday,14,0,FY2024,FQ2,2025-03
20250315,2025-03-15,2025,Q1,1,March,3,Mar,11,Saturday,15,1,FY2024,FQ2,2025-03
20250316,2025-03-16,2025,Q1,1,March,3,Mar,11,Sunday,16,1,FY2024,FQ2,2025-03
20250317,2025-03-17,2025,Q1,1,March,3,Mar,12,Monday,17,0,FY2024,FQ2,2025-03
20250318,2025-03-18,2025,Q1,1,March,3,Mar,12,Tuesday,18,0,FY2024,FQ2,2025-03
20250319,2025-03-19,2025,Q1,1,March,3,Mar,12,Wednesday,19,0,FY2024,FQ2,2025-03
20250320,2025-03-20,2025,Q1,1,March,3,Mar,12,Thursday,20,0,FY2024,FQ2,2025-03
20250321,2025-03-21,2025,Q1,1,March,3,Mar,12,Friday,21,0,FY2024,FQ2,2025-03
20250322,2025-03-22,2025,Q1,1,March,3,Mar,12,Saturday,22,1,FY2024,FQ2,2025-03
20250323,2025-03-23,2025,Q1,1,March,3,Mar,12,Sunday,23,1,FY2024,FQ2,2025-03
20250324,2025-03-24,2025,Q1,1,March,3,Mar,13,Monday,24,0,FY2024,FQ2,2025-03
20250325,2025-03-25,2025,Q1,1,March,3,Mar,13,Tuesday,25,0,FY2024,FQ2,2025-03
20250326,2025-03-26,2025,Q1,1,March,3,Mar,13,Wednesday,26,0,FY2024,FQ2,2025-03
20250327,2025-03-27,2025,Q1,1,March,3,Mar,13,Thursday,27,0,FY2024,FQ2,2025-03
20250328,2025-03-28,2025,Q1,1,March,3,Mar,13,Friday,28,0,FY2024,FQ2,2025-03
20250329,2025-03-29,2025,Q1,1,March,3,Mar,13,Saturday,29,1,FY2024,FQ2,2025-03
20250330,2025-03-30,2025,Q1,1,March,3,Mar,13,Sunday,30,1,FY2024,FQ2,2025-03
20250331,2025-03-31,2025,Q1,1,March,3,Mar,14,Monday,31,0,FY2024,FQ2,2025-03
20250401,2025-04-01,2025,Q2,2,April,4,Apr,14,Tuesday,1,0,FY2025,FQ3,2025-04
20250402,2025-04-02,2025,Q2,2,April,4,Apr,14,Wednesday,2,0,FY2025,FQ3,2025-04
20250403,2025-04-03,2025,Q2,2,April,4,Apr,14,Thursday,3,0,FY2025,FQ3,2025-04
20250404,2025-04-04,2025,Q2,2,April,4,Apr,14,Friday,4,0,FY2025,FQ3,2025-04
20250405,2025-04-05,2025,Q2,2,April,4,Apr,14,Saturday,5,1,FY2025,FQ3,2025-04
20250406,2025-04-06,2025,Q2,2,April,4,Apr,14,Sunday,6,1,FY2025,FQ3,2025-04
20250407,2025-04-07,2025,Q2,2,April,4,Apr,15,Monday,7,0,FY2025,FQ3,2025-04
20250408,2025-04-08,2025,Q2,2,April,4,Apr,15,Tuesday,8,0,FY2025,FQ3,2025-04
20250409,2025-04-09,2025,Q2,2,April,4,Apr,15,Wednesday,9,0,FY2025,FQ3,2025-04
20250410,2025-04-10,2025,Q2,2,April,4,Apr,15,Thursday,10,0,FY2025,FQ3,2025-04
20250411,2025-04-11,2025,Q2,2,April,4,Apr,15,Friday,11,0,FY2025,FQ3,2025-04
20250412,2025-04-12,2025,Q2,2,April,4,Apr,15,Saturday,12,1,FY2025,FQ3,2025-04
20250413,2025-04-13,2025,Q2,2,April,4,Apr,15,Sunday,13,1,FY2025,FQ3,2025-04
20250414,2025-04-14,2025,Q2,2,April,4,Apr,16,Monday,14,0,FY2025,FQ3,2025-04
20250415,2025-04-15,2025,Q2,2,April,4,Apr,16,Tuesday,15,0,FY2025,FQ3,2025-04
20250416,2025-04-16,2025,Q2,2,April,4,Apr,16,Wednesday,16,0,FY2025,FQ3,2025-04
20250417,2025-04-17,2025,Q2,2,April,4,Apr,16,Thursday,17,0,FY2025,FQ3,2025-04
20250418,2025-04-18,2025,Q2,2,April,4,Apr,16,Friday,18,0,FY2025,FQ3,2025-04
20250419,2025-04-19,2025,Q2,2,April,4,Apr,16,Saturday,19,1,FY2025,FQ3,2025-04
20250420,2025-04-20,2025,Q2,2,April,4,Apr,16,Sunday,20,1,FY2025,FQ3,2025-04
20250421,2025-04-21,2025,Q2,2,April,4,Apr,17,Monday,21,0,FY2025,FQ3,2025-04
20250422,2025-04-22,2025,Q2,2,April,4,Apr,17,Tuesday,22,0,FY2025,FQ3,2025-04
20250423,2025-04-23,2025,Q2,2,April,4,Apr,17,Wednesday,23,0,FY2025,FQ3,2025-04
20250424,2025-04-24,2025,Q2,2,April,4,Apr,17,Thursday,24,0,FY2025,FQ3,2025-04
20250425,2025-04-25,2025,Q2,2,April,4,Apr,17,Friday,25,0,FY2025,FQ3,2025-04
20250426,2025-04-26,2025,Q2,2,April,4,Apr,17,Saturday,26,1,FY2025,FQ3,2025-04
20250427,2025-04-27,2025,Q2,2,April,4,Apr,17,Sunday,27,1,FY2025,FQ3,2025-04
20250428,2025-04-28,2025,Q2,2,April,4,Apr,18,Monday,28,0,FY2025,FQ3,2025-04
20250429,2025-04-29,2025,Q2,2,April,4,Apr,18,Tuesday,29,0,FY2025,FQ3,2025-04
20250430,2025-04-30,2025,Q2,2,April,4,Apr,18,Wednesday,30,0,FY2025,FQ3,2025-04
20250501,2025-05-01,2025,Q2,2,May,5,May,18,Thursday,1,0,FY2025,FQ3,2025-05
20250502,2025-05-02,2025,Q2,2,May,5,May,18,Friday,2,0,FY2025,FQ3,2025-05
20250503,2025-05-03,2025,Q2,2,May,5,May,18,Saturday,3,1,FY2025,FQ3,2025-05
20250504,2025-05-04,2025,Q2,2,May,5,May,18,Sunday,4,1,FY2025,FQ3,2025-05
20250505,2025-05-05,2025,Q2,2,May,5,May,19,Monday,5,0,FY2025,FQ3,2025-05
20250506,2025-05-06,2025,Q2,2,May,5,May,19,Tuesday,6,0,FY2025,FQ3,2025-05
20250507,2025-05-07,2025,Q2,2,May,5,May,19,Wednesday,7,0,FY2025,FQ3,2025-05
20250508,2025-05-08,2025,Q2,2,May,5,May,19,Thursday,8,0,FY2025,FQ3,2025-05
20250509,2025-05-09,2025,Q2,2,May,5,May,19,Friday,9,0,FY2025,FQ3,2025-05
20250510,2025-05-10,2025,Q2,2,May,5,May,19,Saturday,10,1,FY2025,FQ3,2025-05
20250511,2025-05-11,2025,Q2,2,May,5,May,19,Sunday,11,1,FY2025,FQ3,2025-05
20250512,2025-05-12,2025,Q2,2,May,5,May,20,Monday,12,0,FY2025,FQ3,2025-05
20250513,2025-05-13,2025,Q2,2,May,5,May,20,Tuesday,13,0,FY2025,FQ3,2025-05
20250514,2025-05-14,2025,Q2,2,May,5,May,20,Wednesday,14,0,FY2025,FQ3,2025-05
20250515,2025-05-15,2025,Q2,2,May,5,May,20,Thursday,15,0,FY2025,FQ3,2025-05
20250516,2025-05-16,2025,Q2,2,May,5,May,20,Friday,16,0,FY2025,FQ3,2025-05
20250517,2025-05-17,2025,Q2,2,May,5,May,20,Saturday,17,1,FY2025,FQ3,2025-05
20250518,2025-05-18,2025,Q2,2,May,5,May,20,Sunday,18,1,FY2025,FQ3,2025-05
20250519,2025-05-19,2025,Q2,2,May,5,May,21,Monday,19,0,FY2025,FQ3,2025-05
20250520,2025-05-20,2025,Q2,2,May,5,May,21,Tuesday,20,0,FY2025,FQ3,2025-05
20250521,2025-05-21,2025,Q2,2,May,5,May,21,Wednesday,21,0,FY2025,FQ3,2025-05
20250522,2025-05-22,2025,Q2,2,May,5,May,21,Thursday,22,0,FY2025,FQ3,2025-05
20250523,2025-05-23,2025,Q2,2,May,5,May,21,Friday,23,0,FY2025,FQ3,2025-05
20250524,2025-05-24,2025,Q2,2,May,5,May,21,Saturday,24,1,FY2025,FQ3,2025-05
20250525,2025-05-25,2025,Q2,2,May,5,May,21,Sunday,25,1,FY2025,FQ3,2025-05
20250526,2025-05-26,2025,Q2,2,May,5,May,22,Monday,26,0,FY2025,FQ3,2025-05
20250527,2025-05-27,2025,Q2,2,May,5,May,22,Tuesday,27,0,FY2025,FQ3,2025-05
20250528,2025-05-28,2025,Q2,2,May,5,May,22,Wednesday,28,0,FY2025,FQ3,2025-05
20250529,2025-05-29,2025,Q2,2,May,5,May,22,Thursday,29,0,FY2025,FQ3,2025-05
20250530,2025-05-30,2025,Q2,2,May,5,May,22,Friday,30,0,FY2025,FQ3,2025-05
20250531,2025-05-31,2025,Q2,2,May,5,May,22,Saturday,31,1,FY2025,FQ3,2025-05
20250601,2025-06-01,2025,Q2,2,June,6,Jun,22,Sunday,1,1,FY2025,FQ3,2025-06
20250602,2025-06-02,2025,Q2,2,June,6,Jun,23,Monday,2,0,FY2025,FQ3,2025-06
20250603,2025-06-03,2025,Q2,2,June,6,Jun,23,Tuesday,3,0,FY2025,FQ3,2025-06
20250604,2025-06-04,2025,Q2,2,June,6,Jun,23,Wednesday,4,0,FY2025,FQ3,2025-06
20250605,2025-06-05,2025,Q2,2,June,6,Jun,23,Thursday,5,0,FY2025,FQ3,2025-06
20250606,2025-06-06,2025,Q2,2,June,6,Jun,23,Friday,6,0,FY2025,FQ3,2025-06
20250607,2025-06-07,2025,Q2,2,June,6,Jun,23,Saturday,7,1,FY2025,FQ3,2025-06
20250608,2025-06-08,2025,Q2,2,June,6,Jun,23,Sunday,8,1,FY2025,FQ3,2025-06
20250609,2025-06-09,2025,Q2,2,June,6,Jun,24,Monday,9,0,FY2025,FQ3,2025-06
20250610,2025-06-10,2025,Q2,2,June,6,Jun,24,Tuesday,10,0,FY2025,FQ3,2025-06
20250611,2025-06-11,2025,Q2,2,June,6,Jun,24,Wednesday,11,0,FY2025,FQ3,2025-06
20250612,2025-06-12,2025,Q2,2,June,6,Jun,24,Thursday,12,0,FY2025,FQ3,2025-06
20250613,2025-06-13,2025,Q2,2,June,6,Jun,24,Friday,13,0,FY2025,FQ3,2025-06
20250614,2025-06-14,2025,Q2,2,June,6,Jun,24,Saturday,14,1,FY2025,FQ3,2025-06
20250615,2025-06-15,2025,Q2,2,June,6,Jun,24,Sunday,15,1,FY2025,FQ3,2025-06
20250616,2025-06-16,2025,Q2,2,June,6,Jun,25,Monday,16,0,FY2025,FQ3,2025-06
20250617,2025-06-17,2025,Q2,2,June,6,Jun,25,Tuesday,17,0,FY2025,FQ3,2025-06
20250618,2025-06-18,2025,Q2,2,June,6,Jun,25,Wednesday,18,0,FY2025,FQ3,2025-06
20250619,2025-06-19,2025,Q2,2,June,6,Jun,25,Thursday,19,0,FY2025,FQ3,2025-06
20250620,2025-06-20,2025,Q2,2,June,6,Jun,25,Friday,20,0,FY2025,FQ3,2025-06
20250621,2025-06-21,2025,Q2,2,June,6,Jun,25,Saturday,21,1,FY2025,FQ3,2025-06
20250622,2025-06-22,2025,Q2,2,June,6,Jun,25,Sunday,22,1,FY2025,FQ3,2025-06
20250623,2025-06-23,2025,Q2,2,June,6,Jun,26,Monday,23,0,FY2025,FQ3,2025-06
20250624,2025-06-24,2025,Q2,2,June,6,Jun,26,Tuesday,24,0,FY2025,FQ3,2025-06
20250625,2025-06-25,2025,Q2,2,June,6,Jun,26,Wednesday,25,0,FY2025,FQ3,2025-06
20250626,2025-06-26,2025,Q2,2,June,6,Jun,26,Thursday,26,0,FY2025,FQ3,2025-06
20250627,2025-06-27,2025,Q2,2,June,6,Jun,26,Friday,27,0,FY2025,FQ3,2025-06
20250628,2025-06-28,2025,Q2,2,June,6,Jun,26,Saturday,28,1,FY2025,FQ3,2025-06
20250629,2025-06-29,2025,Q2,2,June,6,Jun,26,Sunday,29,1,FY2025,FQ3,2025-06
20250630,2025-06-30,2025,Q2,2,June,6,Jun,27,Monday,30,0,FY2025,FQ3,2025-06
20250701,2025-07-01,2025,Q3,3,July,7,Jul,27,Tuesday,1,0,FY2025,FQ4,2025-07
20250702,2025-07-02,2025,Q3,3,July,7,Jul,27,Wednesday,2,0,FY2025,FQ4,2025-07
20250703,2025-07-03,2025,Q3,3,July,7,Jul,27,Thursday,3,0,FY2025,FQ4,2025-07
20250704,2025-07-04,2025,Q3,3,July,7,Jul,27,Friday,4,0,FY2025,FQ4,2025-07
20250705,2025-07-05,2025,Q3,3,July,7,Jul,27,Saturday,5,1,FY2025,FQ4,2025-07
20250706,2025-07-06,2025,Q3,3,July,7,Jul,27,Sunday,6,1,FY2025,FQ4,2025-07
20250707,2025-07-07,2025,Q3,3,July,7,Jul,28,Monday,7,0,FY2025,FQ4,2025-07
20250708,2025-07-08,2025,Q3,3,July,7,Jul,28,Tuesday,8,0,FY2025,FQ4,2025-07
20250709,2025-07-09,2025,Q3,3,July,7,Jul,28,Wednesday,9,0,FY2025,FQ4,2025-07
20250710,2025-07-10,2025,Q3,3,July,7,Jul,28,Thursday,10,0,FY2025,FQ4,2025-07
20250711,2025-07-11,2025,Q3,3,July,7,Jul,28,Friday,11,0,FY2025,FQ4,2025-07
20250712,2025-07-12,2025,Q3,3,July,7,Jul,28,Saturday,12,1,FY2025,FQ4,2025-07
20250713,2025-07-13,2025,Q3,3,July,7,Jul,28,Sunday,13,1,FY2025,FQ4,2025-07
20250714,2025-07-14,2025,Q3,3,July,7,Jul,29,Monday,14,0,FY2025,FQ4,2025-07
20250715,2025-07-15,2025,Q3,3,July,7,Jul,29,Tuesday,15,0,FY2025,FQ4,2025-07
20250716,2025-07-16,2025,Q3,3,July,7,Jul,29,Wednesday,16,0,FY2025,FQ4,2025-07
20250717,2025-07-17,2025,Q3,3,July,7,Jul,29,Thursday,17,0,FY2025,FQ4,2025-07
20250718,2025-07-18,2025,Q3,3,July,7,Jul,29,Friday,18,0,FY2025,FQ4,2025-07
20250719,2025-07-19,2025,Q3,3,July,7,Jul,29,Saturday,19,1,FY2025,FQ4,2025-07
20250720,2025-07-20,2025,Q3,3,July,7,Jul,29,Sunday,20,1,FY2025,FQ4,2025-07
20250721,2025-07-21,2025,Q3,3,July,7,Jul,30,Monday,21,0,FY2025,FQ4,2025-07
20250722,2025-07-22,2025,Q3,3,July,7,Jul,30,Tuesday,22,0,FY2025,FQ4,2025-07
20250723,2025-07-23,2025,Q3,3,July,7,Jul,30,Wednesday,23,0,FY2025,FQ4,2025-07
20250724,2025-07-24,2025,Q3,3,July,7,Jul,30,Thursday,24,0,FY2025,FQ4,2025-07
20250725,2025-07-25,2025,Q3,3,July,7,Jul,30,Friday,25,0,FY2025,FQ4,2025-07
20250726,2025-07-26,2025,Q3,3,July,7,Jul,30,Saturday,26,1,FY2025,FQ4,2025-07
20250727,2025-07-27,2025,Q3,3,July,7,Jul,30,Sunday,27,1,FY2025,FQ4,2025-07
20250728,2025-07-28,2025,Q3,3,July,7,Jul,31,Monday,28,0,FY2025,FQ4,2025-07
20250729,2025-07-29,2025,Q3,3,July,7,Jul,31,Tuesday,29,0,FY2025,FQ4,2025-07
20250730,2025-07-30,2025,Q3,3,July,7,Jul,31,Wednesday,30,0,FY2025,FQ4,2025-07
20250731,2025-07-31,2025,Q3,3,July,7,Jul,31,Thursday,31,0,FY2025,FQ4,2025-07
20250801,2025-08-01,2025,Q3,3,August,8,Aug,31,Friday,1,0,FY2025,FQ4,2025-08
20250802,2025-08-02,2025,Q3,3,August,8,Aug,31,Saturday,2,1,FY2025,FQ4,2025-08
20250803,2025-08-03,2025,Q3,3,August,8,Aug,31,Sunday,3,1,FY2025,FQ4,2025-08
20250804,2025-08-04,2025,Q3,3,August,8,Aug,32,Monday,4,0,FY2025,FQ4,2025-08
20250805,2025-08-05,2025,Q3,3,August,8,Aug,32,Tuesday,5,0,FY2025,FQ4,2025-08
20250806,2025-08-06,2025,Q3,3,August,8,Aug,32,Wednesday,6,0,FY2025,FQ4,2025-08
20250807,2025-08-07,2025,Q3,3,August,8,Aug,32,Thursday,7,0,FY2025,FQ4,2025-08
20250808,2025-08-08,2025,Q3,3,August,8,Aug,32,Friday,8,0,FY2025,FQ4,2025-08
20250809,2025-08-09,2025,Q3,3,August,8,Aug,32,Saturday,9,1,FY2025,FQ4,2025-08
20250810,2025-08-10,2025,Q3,3,August,8,Aug,32,Sunday,10,1,FY2025,FQ4,2025-08
20250811,2025-08-11,2025,Q3,3,August,8,Aug,33,Monday,11,0,FY2025,FQ4,2025-08
20250812,2025-08-12,2025,Q3,3,August,8,Aug,33,Tuesday,12,0,FY2025,FQ4,2025-08
20250813,2025-08-13,2025,Q3,3,August,8,Aug,33,Wednesday,13,0,FY2025,FQ4,2025-08
20250814,2025-08-14,2025,Q3,3,August,8,Aug,33,Thursday,14,0,FY2025,FQ4,2025-08
20250815,2025-08-15,2025,Q3,3,August,8,Aug,33,Friday,15,0,FY2025,FQ4,2025-08
20250816,2025-08-16,2025,Q3,3,August,8,Aug,33,Saturday,16,1,FY2025,FQ4,2025-08
20250817,2025-08-17,2025,Q3,3,August,8,Aug,33,Sunday,17,1,FY2025,FQ4,2025-08
20250818,2025-08-18,2025,Q3,3,August,8,Aug,34,Monday,18,0,FY2025,FQ4,2025-08
20250819,2025-08-19,2025,Q3,3,August,8,Aug,34,Tuesday,19,0,FY2025,FQ4,2025-08
20250820,2025-08-20,2025,Q3,3,August,8,Aug,34,Wednesday,20,0,FY2025,FQ4,2025-08
20250821,2025-08-21,2025,Q3,3,August,8,Aug,34,Thursday,21,0,FY2025,FQ4,2025-08
20250822,2025-08-22,2025,Q3,3,August,8,Aug,34,Friday,22,0,FY2025,FQ4,2025-08
20250823,2025-08-23,2025,Q3,3,August,8,Aug,34,Saturday,23,1,FY2025,FQ4,2025-08
20250824,2025-08-24,2025,Q3,3,August,8,Aug,34,Sunday,24,1,FY2025,FQ4,2025-08
20250825,2025-08-25,2025,Q3,3,August,8,Aug,35,Monday,25,0,FY2025,FQ4,2025-08
20250826,2025-08-26,2025,Q3,3,August,8,Aug,35,Tuesday,26,0,FY2025,FQ4,2025-08
20250827,2025-08-27,2025,Q3,3,August,8,Aug,35,Wednesday,27,0,FY2025,FQ4,2025-08
20250828,2025-08-28,2025,Q3,3,August,8,Aug,35,Thursday,28,0,FY2025,FQ4,2025-08
20250829,2025-08-29,2025,Q3,3,August,8,Aug,35,Friday,29,0,FY2025,FQ4,2025-08
20250830,2025-08-30,2025,Q3,3,August,8,Aug,35,Saturday,30,1,FY2025,FQ4,2025-08
20250831,2025-08-31,2025,Q3,3,August,8,Aug,35,Sunday,31,1,FY2025,FQ4,2025-08
20250901,2025-09-01,2025,Q3,3,September,9,Sep,36,Monday,1,0,FY2025,FQ4,2025-09
20250902,2025-09-02,2025,Q3,3,September,9,Sep,36,Tuesday,2,0,FY2025,FQ4,2025-09
20250903,2025-09-03,2025,Q3,3,September,9,Sep,36,Wednesday,3,0,FY2025,FQ4,2025-09
20250904,2025-09-04,2025,Q3,3,September,9,Sep,36,Thursday,4,0,FY2025,FQ4,2025-09
20250905,2025-09-05,2025,Q3,3,September,9,Sep,36,Friday,5,0,FY2025,FQ4,2025-09
20250906,2025-09-06,2025,Q3,3,September,9,Sep,36,Saturday,6,1,FY2025,FQ4,2025-09
20250907,2025-09-07,2025,Q3,3,September,9,Sep,36,Sunday,7,1,FY2025,FQ4,2025-09
20250908,2025-09-08,2025,Q3,3,September,9,Sep,37,Monday,8,0,FY2025,FQ4,2025-09
20250909,2025-09-09,2025,Q3,3,September,9,Sep,37,Tuesday,9,0,FY2025,FQ4,2025-09
20250910,2025-09-10,2025,Q3,3,September,9,Sep,37,Wednesday,10,0,FY2025,FQ4,2025-09
20250911,2025-09-11,2025,Q3,3,September,9,Sep,37,Thursday,11,0,FY2025,FQ4,2025-09
20250912,2025-09-12,2025,Q3,3,September,9,Sep,37,Friday,12,0,FY2025,FQ4,2025-09
20250913,2025-09-13,2025,Q3,3,September,9,Sep,37,Saturday,13,1,FY2025,FQ4,2025-09
20250914,2025-09-14,2025,Q3,3,September,9,Sep,37,Sunday,14,1,FY2025,FQ4,2025-09
20250915,2025-09-15,2025,Q3,3,September,9,Sep,38,Monday,15,0,FY2025,FQ4,2025-09
20250916,2025-09-16,2025,Q3,3,September,9,Sep,38,Tuesday,16,0,FY2025,FQ4,2025-09
20250917,2025-09-17,2025,Q3,3,September,9,Sep,38,Wednesday,17,0,FY2025,FQ4,2025-09
20250918,2025-09-18,2025,Q3,3,September,9,Sep,38,Thursday,18,0,FY2025,FQ4,2025-09
20250919,2025-09-19,2025,Q3,3,September,9,Sep,38,Friday,19,0,FY2025,FQ4,2025-09
20250920,2025-09-20,2025,Q3,3,September,9,Sep,38,Saturday,20,1,FY2025,FQ4,2025-09
20250921,2025-09-21,2025,Q3,3,September,9,Sep,38,Sunday,21,1,FY2025,FQ4,2025-09
20250922,2025-09-22,2025,Q3,3,September,9,Sep,39,Monday,22,0,FY2025,FQ4,2025-09
20250923,2025-09-23,2025,Q3,3,September,9,Sep,39,Tuesday,23,0,FY2025,FQ4,2025-09
20250924,2025-09-24,2025,Q3,3,September,9,Sep,39,Wednesday,24,0,FY2025,FQ4,2025-09
20250925,2025-09-25,2025,Q3,3,September,9,Sep,39,Thursday,25,0,FY2025,FQ4,2025-09
20250926,2025-09-26,2025,Q3,3,September,9,Sep,39,Friday,26,0,FY2025,FQ4,2025-09
20250927,2025-09-27,2025,Q3,3,September,9,Sep,39,Saturday,27,1,FY2025,FQ4,2025-09
20250928,2025-09-28,2025,Q3,3,September,9,Sep,39,Sunday,28,1,FY2025,FQ4,2025-09
20250929,2025-09-29,2025,Q3,3,September,9,Sep,40,Monday,29,0,FY2025,FQ4,2025-09
20250930,2025-09-30,2025,Q3,3,September,9,Sep,40,Tuesday,30,0,FY2025,FQ4,2025-09
20251001,2025-10-01,2025,Q4,4,October,10,Oct,40,Wednesday,1,0,FY2025,FQ1,2025-10
20251002,2025-10-02,2025,Q4,4,October,10,Oct,40,Thursday,2,0,FY2025,FQ1,2025-10
20251003,2025-10-03,2025,Q4,4,October,10,Oct,40,Friday,3,0,FY2025,FQ1,2025-10
20251004,2025-10-04,2025,Q4,4,October,10,Oct,40,Saturday,4,1,FY2025,FQ1,2025-10
20251005,2025-10-05,2025,Q4,4,October,10,Oct,40,Sunday,5,1,FY2025,FQ1,2025-10
20251006,2025-10-06,2025,Q4,4,October,10,Oct,41,Monday,6,0,FY2025,FQ1,2025-10
20251007,2025-10-07,2025,Q4,4,October,10,Oct,41,Tuesday,7,0,FY2025,FQ1,2025-10
20251008,2025-10-08,2025,Q4,4,October,10,Oct,41,Wednesday,8,0,FY2025,FQ1,2025-10
20251009,2025-10-09,2025,Q4,4,October,10,Oct,41,Thursday,9,0,FY2025,FQ1,2025-10
20251010,2025-10-10,2025,Q4,4,October,10,Oct,41,Friday,10,0,FY2025,FQ1,2025-10
20251011,2025-10-11,2025,Q4,4,October,10,Oct,41,Saturday,11,1,FY2025,FQ1,2025-10
20251012,2025-10-12,2025,Q4,4,October,10,Oct,41,Sunday,12,1,FY2025,FQ1,2025-10
20251013,2025-10-13,2025,Q4,4,October,10,Oct,42,Monday,13,0,FY2025,FQ1,2025-10
20251014,2025-10-14,2025,Q4,4,October,10,Oct,42,Tuesday,14,0,FY2025,FQ1,2025-10
20251015,2025-10-15,2025,Q4,4,October,10,Oct,42,Wednesday,15,0,FY2025,FQ1,2025-10
20251016,2025-10-16,2025,Q4,4,October,10,Oct,42,Thursday,16,0,FY2025,FQ1,2025-10
20251017,2025-10-17,2025,Q4,4,October,10,Oct,42,Friday,17,0,FY2025,FQ1,2025-10
20251018,2025-10-18,2025,Q4,4,October,10,Oct,42,Saturday,18,1,FY2025,FQ1,2025-10
20251019,2025-10-19,2025,Q4,4,October,10,Oct,42,Sunday,19,1,FY2025,FQ1,2025-10
20251020,2025-10-20,2025,Q4,4,October,10,Oct,43,Monday,20,0,FY2025,FQ1,2025-10
20251021,2025-10-21,2025,Q4,4,October,10,Oct,43,Tuesday,21,0,FY2025,FQ1,2025-10
20251022,2025-10-22,2025,Q4,4,October,10,Oct,43,Wednesday,22,0,FY2025,FQ1,2025-10
20251023,2025-10-23,2025,Q4,4,October,10,Oct,43,Thursday,23,0,FY2025,FQ1,2025-10
20251024,2025-10-24,2025,Q4,4,October,10,Oct,43,Friday,24,0,FY2025,FQ1,2025-10
20251025,2025-10-25,2025,Q4,4,October,10,Oct,43,Saturday,25,1,FY2025,FQ1,2025-10
20251026,2025-10-26,2025,Q4,4,October,10,Oct,43,Sunday,26,1,FY2025,FQ1,2025-10
